id,quarter,course_id,title,description,subject_area,units,general_ed,prerequisites,unlocks
4368,20241,ENGR    199,INDEPENDENT STUDIES,Directed individual study.,ENGR,,[],[],[]
4369,20241,ENV S     2,INTRO ENV SCIENCE,"Provides integration of fundamental science with environmental topics. Incl udes impacts of human population increase; principles of systems and change , biogeochemical cycles, ecosystems and global climate; energy and laws of thermodynamics; water supply and pollution; toxicology and risk analysis; a ir pollution and stratospheric ozone depletion.",ENV S,4,"[""C"", ""WRT"", ""WRT""]",[],[]
4370,20241,ENV S     2H,ENV SCI 2: HONORS,"Honors section designed for highly motivated students to receive one unit of additional honors credit.  Requires one hour per week of in-depth analysis and discussion of ""Environmental Science"" with course instructor and completion of a related project.",ENV S,1,[],[],[]
4371,20241,ENV S    15A,ENV CHEMISTRY  1,"Introduction to chemistry from an environmental perspective. Introduces sub atomic particles, nuclear instability and decay, radon, radiation, fission, fusion, nuclear power, half-life, nucleogenesis, cosmic abundance of eleme nts, quantum mechanics, atomic orbitals, valence, the periodic chart, ionic and covalent bonding, moles, Earth layers, lithosphere, ores, mining, Iron Mountain Mine, acid mine drainage, and physical weathering. Weekly discuss ion section allows for review, questions, and quizzes.",ENV S,4,[],[],[]
4372,20241,ENV S    40,CRIT THINK REASON,"An introduction to the different ways that researchers and practitioners ha ve defined and applied critical thinking skills in environmental studies. I n the first half, we will focus on the three important skills: 1. finding a nd evaluating evidence; 2. identifying assumptions; and 3. synthesizing evi dence into clear and reasoned arguments. In second half, we will bring toge ther both quantitative and qualitative approaches through case studies, so that students can practice using key terms and analytical habits.",ENV S,4,[],[],[]
4373,20241,ENV S    70,INTO ENV ETHICS,Introductory survey of issues and methods in environmental ethics. Topics i nclude anthropocentrism and ecocentrism; individualistic vs. holistic appro aches; animal rights and liberation; ecofeminism; perspectives from ecologi cal and evolutionary science; environmental justice and obligations to futu re generations; climate change and geoengineering; ecological theology and nature religion.,ENV S,4,[],[],[]
4374,20241,ENV S    95,RESTORATION SKILLS,"Visit local natural areas to gain hands-on experience in   facets of ecological restoration including project planning,   site assessment, invasive species management, plant   identification and propagation, vegetation and water quality   monitoring, and wildlife observation. Internships available   at conclusion of course.",ENV S,1,[],[],[]
4375,20241,ENV S    96,COLLECTION CURATION,"Introduction to curation of natural history collections including vertebrat e,   plants, algae and lichen. Learn to collect, prepare, catalog, and pres erve   specimens via lectures, hands-on activities, and field trips. Collec tion focus   changes quarterly. Internships available at conclusion of the course.",ENV S,1,[],[],[]
4376,20241,ENV S    99,INTRO TO RESEARCH,"Directed study under the guidance of an environmental studies faculty   mem ber. Course offers motivated students an opportunity to undertake   indepen dent or collaborative research for faculty-directed research   projects. To pic and scope varies, to be specified by student and   supervisory faculty member prior to registration.",ENV S,,[],[],[]
4377,20241,ENV S   111,CHANNEL ISLANDS,"Discussion of biological, geological, ecological, anthropological, and   oc eanographic characteristics of the Channel Islands area as well as the   ma nagement and human uses of this region. Emphasis on islands and   ocean wat ers off Southern California.",ENV S,4,[],[],[]
4378,20241,ENV S   114A,INTRO SOIL SCIENCE,"Explores core introductory concepts in soil science and how soils relate to global environmental challenges. Includes study of soil physical, biological, and chemical properties, soil development, and fertility, as well as the critical role of soils in fostering thriving communities. Incorporates independent projects and soils excursions.",ENV S,4,[],[],[]
4379,20241,ENV S   115,ENERGY AND THE ENVT,"Fundamentals of energy science; energy extraction, generation, distribution , and consumption in electricity, transportation, and other sectors; enviro nmental impacts; energy justice and access; energy economics and policy; tr ansition to sustainable energy; U.S. and international perspectives.",ENV S,4,"[""QNT"", ""C""]",[],[]
4380,20241,ENV S   118,INDUSTRIAL ECOLOGY,"Industrial Ecology is a philosophical and methodical framework interwoven w ith concepts in ecology and economics used to aid in understanding of how i ndustrial systems interact with the environment. Capital, energy, and mater ial flows are examined and viewed in cultural context.",ENV S,4,[],[],[]
4381,20241,ENV S   122NE,CULTURAL REPRESENT,"Perceptions of nature have changed throughout history and vary across cultures. Course explores changing expressions of our changing relations to the world we live in, with emphasis on cultural movements (films, literature, newspapers, etc.) that have affected contemporary American experience.",ENV S,4,"[""G"", ""G"", ""G"", ""WRT"", ""G"", ""WRT""]",[],[]
4382,20241,ENV S   125A,ENVIRONMENTAL LAW,"An introduction to federal constitutional principles, environmental laws an d regulations, and the role of the judiciary in enforcing such principles a nd laws. Case studies are used to examine common law, the development of mo dern environmental law, major court decisions, and current issues.",ENV S,4,[],[],[]
4383,20241,ENV S   127A,FOUNDATIONS ENV ED,"Introduction to the underlying principles to be an environmental educator. Includes understanding the fundamental characteristics and goals of Environmental Education (EE),   evolution of the field, instructional methodologies, and how to design, implement, and assess   effective EE instruction in a variety of disciplines, including: nature connection, environmental justice, outdoor education, and primary, secondary, and higher education.   Course includes presentations by local EE professionals and field trips.",ENV S,4,[],[],[]
4384,20241,ENV S   130B,GLOBAL ENV TOURISM,"Focus on the contradictions between international tourism as an economic de velopment strategy and environmental justice and conservation efforts, espe cially in an era of climate change. One major objective is to help students make more informed decisions about their own tourist experiences.",ENV S,4,"[""NWC"", ""D"", ""D"", ""NWC""]",[],[]
4385,20241,ENV S   130C,AQUATIC FOOD MANGT,"Introduction to the use and protection of aquatic food resources globally. Familiarization with the primary literature and key ecological concepts to identify the impacts which influence fisheries and aquaculture and in turn how these different food systems impact wild aquatic species and ecosystems . Offers an applied, food system perspective connecting ecological theory w ith policy and management.",ENV S,4,[],[],[]
4386,20241,ENV S   134CJ,CLIMATE JUSTICE,"Overview of the climate change problem and exploration of the meanings of the   term ""climate justice"" as used by scholars and social movement activists to   imagine and create a sustainable, equitable, democratic world for future   generations.",ENV S,4,[],[],[]
4387,20241,ENV S   135A,PRIN ENVT PLANNING,"Introduction to the history, theory, trends, and practice of environmental land use planning in California and the United States, with special emphasi s on sustainable and resilient communities.",ENV S,4,[],[],[]
4388,20241,ENV S   144,RIVERS,Basic understanding of fluvial (river) hydrology. In-depth evaluation of ch annel form and fluvial processes and impact of human use of rivers.,ENV S,4,[],[],[]
4389,20241,ENV S   146,ANIMALS HUM SOCIETY,"An exploration of the ethical issues which arise when humans interact with other animals, and an examination of conflicting attitudes toward the value of animal life in such specific areas as food production, recreational activities, research and environmental protection.",ENV S,4,"[""WRT"", ""WRT""]",[],[]
4390,20241,ENV S   149,FOOD AG ENVIRONMENT,"Our global food system is in crisis. Responsible for approximately a third of global greenhouse gas emissions, it leaves over a quarter of the world?s people suffering from moderate or severe food insecurity. Yet the food sys tem also holds some of the most promising opportunities for just transition to a more sustainable and equitable society. This survey course introduces the history and structure of the global food system, pressing current chal lenges, and exciting potential solutions.",ENV S,4,[],[],[]
4391,20241,ENV S   154,GIS FOR ENV APPS,Explores how Geographic Information Systems (GIS) can help environmental re searchers and professionals analyze and communicate the spatial patterns un derpinning a wide variety of environmental concerns. Introduces students to the basic theory and application of GIS through hands-on application of th e technology to environmental questions.,ENV S,4,[],[],[]
4392,20241,ENV S   161,ENV COMMUNICATIONS,"Surveys strategies and tactics for communicating about   the   environment and sustainability in various organizational,   political, cultural, busine ss, mass media and social   media   contexts. Students will analyze, evalua te and practice   communications methods using a spectrum of communications channels.",ENV S,4,"[""WRT"", ""WRT""]",[],[]
4393,20241,ENV S   163B,WATER RESOURCES MGT,"Water underpins all aspects of development. In 163A we learned how to evalu ate water resource supply and demand. To manage water resources effectively , we also need to understand anthropogenic drivers of change and water poli cy. This class builds on topics covered in 163A and is a project-based cour se (independent AND group) that focuses on water tradeoffs and opportunitie s for management. The class prioritizes science communication skills.",ENV S,4,[],[],[]
4394,20241,ENV S   165B,ENVT IMPACT ANALYS,"Advanced seminar during which students prepare their own focused environmen tal impact report on a specific development project. Includes in-depth disc ussion of baseline, mitigation, impacts, and public comments. Assignments b ased on research and fieldwork provide reality professional environmental p lanning experience.",ENV S,4,[],[],[]
4395,20241,ENV S   181,PWR JUSTICE ENV,"Introduces students to the theoretical and historical foundations of   rese arch on environmental racism and environmental inequality.   Examines socia l scientific evidence concerning these phenomena and   the efforts by commu nity residents, activists, workers, and governments   to combat it. Conside rs the social forces that create environmental   inequalities so that we ma y understand their causes, consequences, and   the possibilities for achiev ing environmental justice. Students will master   social scientific theorie s and concepts related to the subject matter.",ENV S,4,[],[],[]
4396,20241,ENV S   182,PERSONAL RESILIENCE,"A meaningful introduction to community and personal resilience through coll ective problem-solving and transformative action. Topics include ecological crisis, social equity, intersectionality, and regenerative economy, bringi ng new perspectives, struggles, and voices into dialogue with environmental problems and visions for the future. Particular attention is paid to the i nherent knowledge, wisdom, and experience of each student participant, with the goal of deepening personal resilience, environmental action, and commu nity engagement.",ENV S,4,[],[],[]
4397,20241,ENV S   184,GENDER AND ENV,"A philosophical, evolutionary, and cross-cultural analysis of the ways women and men may relate differently to their environment resulting in the design of gender-sensitive and sustainable policies for planning and development in both the developing and the developed world.",ENV S,4,[],[],[]
4398,20241,ENV S   187,GREEN BUILDING,"Introduction to Green Building best practices and foundational principles i n sustainable design and operations. Students learn about LEED and the U. S . Green Building Council as well as other institutions currently leading th e effort in sustainable development. This course utilizes technical audits, business writing, and critical thinking to develop a broad understanding o f how sustainability is implemented in the built environment while preparin g students for their LEED Green Associate credential.",ENV S,4,[],[],[]
4399,20241,ENV S   191,NAT SCI ED PRAC,"Offered in conjunction with CCBER's Kids in Nature environmental education program, students gain hands-on experience teaching ecology and environment al science while receiving instruction from professionals on topics ranging from science education, teaching strategies, lesson plan development, and public speaking.",ENV S,4,[],[],[]
4400,20241,ENV S   192,INTERN ENVT STUDIES,"Opportunities to learn about practical approaches to   environmental problem solving by working under faculty direction as   interns with local,   state, and federal agencies, non-governmental   organizations, or private   business concerned with the environment. Periodic and   final reports will   be part of the internship.",ENV S,,[],[],[]
4401,20241,ENV S   194EB,ECOL BIOL CONTROL,"Directed group reading, study, and research on specific subject for Environ mental Studies majors. Admission by specific arrangement with the Environme ntal Studies department or designated instructor.",ENV S,1,[],[],[]
4402,20241,ENV S   194GB,LEED LIVING LAB,"Course is designed to take students through the LEED project management process by certifying a building on campus over the course of 3 quarters. Utilizing the Existing Buildings Operations & Maintenance reference guide, students take on the role of consultants and use UCSB as a living laboratory to help define green building best practices while furthering campus sustainability goals. Students must be enrolled in ENVS 187 or have previously passed ENVS 193GB. Admission by arrangement with the Environmental Studies chair or instructor.",ENV S,2,[],[],[]
4403,20241,ENV S   195B,ENV LEADERSHIP PROJ,Continuation of Environmental Leadership Incubator series.  Students work i ndependently on their environmental leadership projects with the support of an external mentor. Students meet regularly with their mentors and the ELI Program Manager.,ENV S,1,[],[],[]
4404,20241,ENV S   196,INTRO TEACHING ES,"Students assist instructor in teaching course in which the student previously received a grade of A- or better. Activities determined in consultation with the instructor and may include assisting in laboratories, tutorials, discussion sections and field trips.",ENV S,,[],[],[]
4405,20241,ENV S   199,INDEPENDENT STUDIES,Independent research under the guidance of a faculty member in the department. Course offers qualified students the opportunity to undertake research or work in a topic related to the characteristics and problems in the environment.,ENV S,,[],[],[]
4406,20241,ENV S   199RA,INDEPENDEN RESEARCH,Faculty supervised research assistance.,ENV S,,[],[],[]
4407,20241,ES   1-   2,I C BASEBALL,"The course provides students the opportunity to compete, improve their physical condition, and refine their skills through vigorous training and neuromuscular development.",ES   1-,0.5,[],[],[]
4408,20241,ES   1-  11,I C BASKETBALL,"The course provides students the opportunity to compete, improve their physical condition, and refine their skills through vigorous training and neuromuscular development.",ES   1-,0.5,[],[],[]
4409,20241,ES   1-  15A,INTRO TO YOGA,"Introduction to Yoga principles, techniques and poses that address physical and emotional wellbeing will be presented.",ES   1-,0.5,[],[],[]
4410,20241,ES   1-  15B,INT YOGA,"Presentation and practice of a variety of yoga techniques (yoga flow, yoga sculpt) addressing muscular strength, core conditioning and flexibility.",ES   1-,0.5,[],[],[]
4411,20241,ES   1-  15C,ADV YOGA,"An advanced level course including a variety of yoga techniques. Advanced p oses are introduced to challenge balance, core strength, and flexibility.",ES   1-,0.5,[],[],[]
4412,20241,ES   1-  17,INTRO TO CAPOEIRA,"AN INTRODUCTION TO THE AFRO-BRAZILIAN MARTIAL ART THAT PRESENTS ELEMENTS OF SELF-DEFENSE, ACROBATICS, MUSIC, DANCE AND RITUAL. STUDENTS WILL IMPROVE T HEIR BODY'S PHYSICAL STRENGTH, POWER AND FLEXIBILITY, AS WELL AS THEIR MIND 'S CONCENTRATION, SELF-CONFIDENCE, COURAGE AND CREATIVITY.",ES   1-,0.5,[],[],[]
4413,20241,ES   1-  22,I C GOLF,"The course provides students the opportunity to compete, improve their physical condition, and refine their skills through vigorous training and neuromuscular development. 6 unit maximum.",ES   1-,0.5,[],[],[]
4414,20241,ES   1-  32,I C SOFTBALL,"The course provides students the opportunity to compete, improve their physical condition, and refine their skills through vigorous training and neuromuscular development.",ES   1-,0.5,[],[],[]
4415,20241,ES   1-  33,I C SWIMMING,"The course provides students the opportunity to compete, improve their physical condition, and refine their skills through vigorous training and neuromuscular development.",ES   1-,0.5,[],[],[]
4416,20241,ES   1-  37,I C TENNIS,"The course provides students the opportunity to compete, improve their physical condition, and refine their skills through vigorous training and neuromuscular development.",ES   1-,0.5,[],[],[]
4417,20241,ES   1-  42,I C TRACK AND FIELD,"The course provides students the opportunity to compete, improve their physical condition, and refine their skills through vigorous training and neuromuscular development.",ES   1-,0.5,[],[],[]
4418,20241,ES   1-  43D,COND/WT. TRAIN,Designed for members of intercollegiate teams who wish to develop and maintain a base level of physical fitness particular to their activity.,ES   1-,0.5,[],[],[]
4419,20241,ES   1-  45,I C WATER POLO,"The course provides students the opportunity to compete, improve their physical condition, and refine their skills through vigorous training and neuromuscular development.",ES   1-,0.5,[],[],[]
4420,20241,ES   1-  47,I C VOLLEYBALL,"The course provides students the opportunity to compete, improve their physical condition, and refine their skills through vigorous training and neuromuscular development.",ES   1-,0.5,[],[],[]
4421,20241,ES   1-  48,I C SOCCER,"The course provides students the opportunity to compete, improve their physical condition, and refine their skills through vigorous training and neuromuscular development.",ES   1-,0.5,[],[],[]
4422,20241,ES   1-  99,LIFETM ACT INTRSTS,"This class makes it possible for a student to take instruction beyond the elementary, intermediate, and advanced levels of any physical activities 1- class.",ES   1-,0.5,[],[],[]
4423,20241,ESS       3H,NUTRITION/HEALTH,"An examination of the interdependent relationships between diet, health, an d disease. Basic nutrition principles, food selection, proper diet, and lif etime health habits are emphasized. The hybrid course will include one clas sroom lecture per week accompanied by weekly required online instruction an d activities.",ESS,3,[],[],[]
4424,20241,ESS       9,PRIN HEALTH PROMO,Examines lifestyle factors and influences which decrease the possibility of premature disease and death and promote a longer and healthier life. Empha sis is placed on understanding the practices which have the most profound i mpact on health. The purpose of this course is to provide an overview of ma jor issues in health promotion and disease prevention. Including an examina tion of lifestyle choices that have the greatest impact on promoting health and wellness and preventing disease within the context of college life and beyond. This course provides a detailed exploration of the specific causes of premature mortality and introduces activities and practices that can be applied to a lifestyle to improve health and help prevent disease.,ESS,2,[],[],[]
4425,20241,ESS      96,FIELDWORK,"Designed to provide students with the opportunity to obtain   practical exp erience in the field. Fieldwork may be   completed in public or private age ncies whose focus in   exercise science, physical education or sport.",ESS,,[],[],[]
4426,20241,ESS      98,READINGS,"Critical review and discussion of selected subjects within exercise science,   physical education, and sport.",ESS,,[],[],[]
4427,20241,ESS     100,RESEARCH IN SPORT,Designed for students wishing to pursue a graduate degree in any of the sport or   exercise sciences. Field specific qualitative and quantitative methods are   introduced. The class culminates with students applying these methods in small   research projects.,ESS,4,[],[],[]
4428,20241,ESS     130,SPORT ADMINISTRATN.,"An introduction to the basic principals and problems of   administering (pl anning, organizing, leading, and   evaluating) athletic and recreational sp orts programs at   the community, high school, collegiate, and   profession allevels.",ESS,4,[],[],[]
4429,20241,ESS     132,SPORT SOCIOLOGY,"Examination of the issues and impact of sport in various cultures and   sub cultures within the context of sociology. Study of sport relevant to how it is   influenced by and influences the basic institutions of society: famil y, economics,   politics, religion, and education.",ESS,4,[],[],[]
4430,20241,ESS     140,SPORT  MANAGEMENT,"An overview of professional sport management in North   America. The politi cal, historical, social, economic, and   cultural impacts will be explored. Topics include team   management, organizational administration, legal iss ues,   public, and facility management.",ESS,4,[],[],[]
4431,20241,ESS     160,CUR ISS SPRT MGMT,"Investigates contemporary sport management issues with   emphasis on the ad ministrative principles of planning,   organizing, leading and evaluating. Facilities construction   and maintenance, financial concerns and the struc ture and   function of the NCAA are studied.",ESS,4,[],[],[]
4432,20241,ESS     185,TEACH EX SCI & SPRT,"Under the direction of selected instructors, students   assist in teaching a course in which the student has   received a B or better. Activities are determined by the   instructor and may include leading discussions, labs, and   research or grading assignments.",ESS,,[],[],[]
4433,20241,ESS     193,INTERN EXSCI & SPRT,"Designed to provide students in the minor with practical   experience by working under expert supervision in the   field. Internships may be completed in public or private   agencies whose focus is exercise, physical education, or   sport.",ESS,,[],[],[]
4434,20241,ESS     199,STUDIES EXSCI/SPRT,Provides an opportunity for students in the minor to pursue   a particular area of interest under the guidance of a   selected faculty member. Course culminates in a report   summarizing the inquiry.,ESS,,[],[],[]
4435,20241,ESS  W    2,SUBSTANCE USE,"Examines nutrients and substances with focus on their effects on physical and sports performance. Topics include basic nutrition principles, pre- and post-exercise nutrition, eating for weight control/gain, proper hydration, and commonly abused drugs. Also examined are pharmacological, hormonal, physiological, and nutritional agents that have purported ergogenic properties.",ESS  W,3,[],[],[]
4436,20241,ESS  W    3,NUTRITION/HEALTH,"This course introduces students to the principles and practices associated with proper nutrition.  Emphasis will be placed on food selection, dietary trends and the making of healthy food choices.",ESS  W,3,[],[],[]
4437,20241,ESS  W  131,SPORT EXERCISE PSY,"The scientific study of people and their behavior in sport and exercise settings. Examination of individual and group performance enhancement strategies through application of data, knowledge and skills from psychological and related fields. An overview of the evolving field of and exercise psychology is presented.",ESS  W,4,[],[],[]
4438,20241,FAMST    70,MEDIA CRITICISM,"Develop the analytical tools required for a critical   understanding of the interrelationship between media, culture,   and society in America. Special attention given to how social   structures shape media and how media products in return affect   our cultural practices and patterns.",FAMST,5,[],[],[]
4439,20241,FAMST    95,INTERNSHIP,"An opportunity for training, career sampling, and contacts in the film or television industry. Required are approximately 100 hours of work per quar ter, a   final five-page report, and a supervisor's letter of verification.",FAMST,2,[],[],[]
4440,20241,FAMST    99,INDEPENDENT STUDIES,Selected research under the direction of a faculty member.,FAMST,,[],[],[]
4441,20241,FAMST   101D,TELEGRAPHY  AND TV,"International history of electronic media and broadcasting   from telegraphy to early television. Historical accounts of   telegraphy, radio, and early television as cultural forms,   communications technologies, and social political and   economic institutions are considered.",FAMST,5,[],[],[]
4442,20241,FAMST   101F,CONTEMPORARY FILM,"International film history since 1989. Focuses on the expansion of independ ent and corporate-backed filmmaking around the world after the end of the C old War as well as on a wide range of industrial, technological, cultural, and aesthetic changes.",FAMST,5,[],[],[]
4443,20241,FAMST   104,PRODUCTION TECH,"An introduction to video production and technology, focusing on the fundame ntal concepts of the moving image including core aspects of shooting, lig hting, sound-recording & editing. Lectures complement the hands-on labs by covering key concepts, dissecting various productions, and learning the wor kflow from pre to post-production.",FAMST,5,[],[],[]
4444,20241,FAMST   106B,CREW PRODUCTION TWO,Instruction in the basic techniques of filmmaking via the production of cre w projects over two consecutive quarters. Post-production through exhibitio n.,FAMST,5,[],[],[]
4445,20241,FAMST   113AY,SPECIAL TOPICS,TOPICS IN A SPECIAL AREA OF INTEREST TO FILM AND MEDIA STUDIES.,FAMST,4,[],[],[]
4446,20241,FAMST   113CS,SPECIAL TOPICS,Topics in a special area of interest to film and media   studies.,FAMST,4,[],[],[]
4447,20241,FAMST   113PW,PILOT WRITING,Workshop approach to writing a half-hour sitcom pilot.,FAMST,4,[],[],[]
4448,20241,FAMST   115,SOUND PRODUCTION,"A workshop approach to explorations of sound recording,   editing, and mixi ng. Students learn how to use professional sound editing software with an e mphasis on editing for film including in 5.1-surround sound.",FAMST,4,[],[],[]
4449,20241,FAMST   118LP,LAUNCH PAD,"Launch Pad is an interdepartmental collaboration with the Department of The ater & Dance. Senior BFA acting students work together with Film & Media St udies production teams to create actor reels, short Series and behind-the-s cenes documentaries.",FAMST,4,[],[],[]
4450,20241,FAMST   125DT,DOCUMENTARY TRUTHS,"Through a series of screenings including works in mainstream documentary, mockumentary, avant garde film, interactive video, and experimental installations, we will examine, challenge, and redefine what constitutes non-fiction media.",FAMST,4,[],[],[]
4451,20241,FAMST   155CC,DIRECTORS,A study in depth of the films of one or two filmmakers of   international stature and significance.,FAMST,4,[],[],[]
4452,20241,FAMST   166GG,GREEN GAMES,"This course puts game studies in conversation with environmental science an d media. Explore whether analog and digital games present unique opportunit ies to engage with ecological crisis and human-environment relations, and w ork with others to develop your own ?green? game prototypes.",FAMST,4,[],[],[]
4453,20241,FAMST   166QH,QUEER MEDIA HISTORY,"This class explores the means by which queer filmmakers have used the work of others to reimagine their own individual and collective pasts, presents, and future possibilities.",FAMST,4,[],[],[]
4454,20241,FAMST   184,FILM MUSIC,"Examines the musical score as an integral structural element   of cinema. topics include the model of ""silent"" cinema; the   theoretical basis of soundand image synchronicity; the   narrative functions of film music; and contemporary   development of the film score.",FAMST,4,[],[],[]
4455,20241,FAMST   187CN,TOPICS IN ANALYSIS,"A seminar for advanced students examining in-depth a   particular problem o r issue in the analysis of film and its   consequences for history, theory, or aesthetics of film,   television and digital media.",FAMST,4,[],[],[]
4456,20241,FAMST   187PH,PSYCHEDELIC HORROR,"Focuses on the occult and/or psychedelic dimensions of horror films and popular culture. Critical, historical, and theoretical approaches to fear, disgust, the monster, the supernatural, delirium, esotericism, limit experiences, ""good"" and ""bad"" trips.",FAMST,4,[],[],[]
4457,20241,FAMST   187RW,RUSSIAN WAR FILMS,"Examines the genre of war films in Russian and Soviet cinema from the pre-r evolutionary era to the present. Together, we explore films on Russian mili tary conflicts from World War I to the ongoing war in Ukraine. Following th e evolution of a wide range of cinematic styles through the historic peripe teia of Russian imperialist, Soviet, and post-Soviet societies, we explore how movies have shaped the country's popular historical narratives. In addi tion to viewing and discussing a feature-length film each week, we discuss short readings on the history of Russian cinema. Students also write weekly posts on the viewing assignments, which will go towards the creation of a collective zine.",FAMST,4,[],[],[]
4458,20241,FAMST   188A,BASIC SCREENWRITING,"A study of the creativity and the technique of screenwriting   for the conventional narrative film and for TV. Students will   be required to complete writing exercises, a treatment, and   master scenes of a full-lengthproject.",FAMST,4,[],[],[]
4459,20241,FAMST   188B,ADVAN SCREENWRITING,A course intended for students who have successfully completed   Film Studies188A and have a full-length screenplay in process   which they want to complete.,FAMST,4,[],[],[]
4460,20241,FAMST   188TV,T.V. WRITING,"Introduction to fundamentals of writing for television   including: the situation comedy, the hour-long drama, the MOW,   the miniseries, and children's programming. Investigation of   the practical and creative tools necessary for programming.   Investigation of the practical and creative tools necessary   for navigating successful television scripts.",FAMST,4,[],[],[]
4461,20241,FAMST   190PC,FILM/OTHER ARTS,"AN ANALYSIS OF FILM AND OTHER MEDIA IN RELATION TO LITERARY AND PLASTIC ART SUCH AS PHOTOGRAPHY, ARCHITECTURE, AND THE NOVEL. TOPICS VARY.",FAMST,4,[],[],[]
4462,20241,FAMST   192DT,DIGITAL THEORY,"Histories and theories of digital media and their users, from early compute rs and networks to video games and selfies. Approaches include comparative media analysis, cultural studies, science and technology studies, software/ platform studies, and environmental media critique.",FAMST,5,[],[],[]
4463,20241,FAMST   192FT,FILM & MEDIA THEORY,"Addresses film, television and/or digital media from a variety   of theoretical perspectives; topics will vary depending on   instructor. Critical analytical papers will be required.   Emphases have included classical, contemporary and comparative   theories of film and media.",FAMST,5,[],[],[]
4464,20241,FAMST   195I,INTERNSHIP,"An opportunity for training, career sampling, and contacts in   the film or television industry. Required are approximately   100 hours of work a quarter, a final five-page report, and a   supervisor's letter of verification.",FAMST,2,[],[],[]
4465,20241,FAMST   199,INDEPENDENT STUDIES,Selected research under the direction of a faculty member.,FAMST,,[],[],[]
4466,20241,FEMST    20,INTRO GENDER POWER,Introduction to central concepts and issues in feminist   studies from the perspective of the social sciences.   Explores   the construction of gender and sexuality and the lives of   diverse groups of women in the contempora ry U.S. within a   global context.,FEMST,4,"[""D"", ""D"", ""WRT"", ""WRT"", ""D""]",[],[]
4467,20241,FEMST    30,"WOMN,DEVELOP&GLOBAL",Examines the impact of development policy and globalization on women's live s. Emphasis is placed on women's activism and feminist critiques of neo-lib eral measures intended to rid the third world of poverty.,FEMST,4,"[""WRT"", ""WRT"", ""D"", ""D"", ""NWC"", ""NWC""]",[],[]
4468,20241,FEMST    80,INTRO TO LGBTQ STUD,"An overview of the interdisciplinary field of lesbian, gay,   bisexual, tra nsgender, and queer studies, including   historical and cross-cultural pers pectives on same-sex   sexuality, queer theory, intersectionality, gender a nd sexual   identities, communities, culture, contemporary social policy, and LGBTQ movements.",FEMST,4,"[""WRT"", ""WRT""]",[],[]
4469,20241,FEMST    99,INDEPENDENT STUDIES,Research under the direction of a faculty member. Students are offered an o pportunity to conduct independent or collaborative research or to act as in terns for faculty-directed research projects.,FEMST,,[],[],[]
4470,20241,FEMST   133,BODIES,"Special topics course focused on bodies, embodiment, politics and performan ce.",FEMST,4,[],[],[]
4471,20241,FEMST   161,CONSTRUCT SEXUALITY,"This course explores how sexuality is shaped, controlled, and defined by so cial and cultural forces in England and the U.S. By using historical and li terary sources, we will examine the variable understanding of human sexuali ty in the last two centuries.",FEMST,4,[],[],[]
4472,20241,FEMST   180,FEMINIST ANALYSIS,Methods and tools for analyzing feminist theory and argument.,FEMST,4,[],[],[]
4473,20241,FEMST   181,FEMINIST THEORIES,"Introduction to feminist theorizing about gender, race, and sexuality. Focu s on key thinkers, traditions, or selected theoretical frameworks.",FEMST,4,[],[],[]
4474,20241,FEMST   182,FEM METHODOLOGIES,"Methods of feminist textual, theoretical, and empirical   analysis, includi ng the principles of research design.",FEMST,4,[],[],[]
4475,20241,FEMST   195HB,HONORS PROJECT,"Students design, research, write, and present original work on a topic of choice under supervision of a Women's Studies faculty mentor. Emphasis is on data gathering and organization.",FEMST,4,[],[],[]
4476,20241,FEMST   198,READING FEMST STU,Directed readings in women's studies under the guidance of a faculty member in the program. Students wishing to enroll should prepare a short written plan of study.,FEMST,,[],[],[]
4477,20241,FEMST   199,IND STU FEMST STU,Independent research and writing under the guidance of a faculty member in the program. Students wishing to enroll should prepare a short written plan of study.,FEMST,,[],[],[]
4478,20241,FEMST   199RA,IND RES FEMST,Research assistance or independent project under the guidance   of a faculty member. Students must prepare a written plan with   a faculty advisor. For P/NP credit only.,FEMST,,[],[],[]
4479,20241,FR        1,ELEMENTARY FRENCH,"Introductory course for students with no prior exposure to French. Grammar, vocabulary, speaking, reading, and writing taught entirely in French throu gh interactive presentations and activities. Exposure to French and Francop hone culture is a hallmark of the program. Four days a week.",FR,5,[],[],[]
4480,20241,FR        2,ELEMENTARY FRENCH,"A continuation of French 1. Targets students' developing knowledge of the f undamentals of French language, focusing on speaking, reading, and writing abilities through a focus on French and Francophone culture. Meets four day s a week; in French.",FR,5,"[""H""]",[],[]
4481,20241,FR        3,ELEMENTARY FRENCH,"A continuation of French 2. By course end, students are exposed to the fund amentals of French and have acquired a solid working vocabulary. Writing an d speaking encouraged through class discussion and web-based and creative p rojects. Four days a week; in French.",FR,5,"[""B"", ""H""]",[],[]
4482,20241,FR        4,INTERMEDIATE FRENCH,"First in the three-quarter intermediate French series. Builds on foundation established in first-year and includes thorough review of French grammar. Speaking and writing skills developed through exposure to French and Franco phone culture, literature, and film. Four days a week; in French.",FR,5,"[""B"", ""H""]",[],[]
4483,20241,FR        5,INTERMEDIATE FRENCH,"A continuation of French 4. Discussion encouraged through oral reports on s uch topics as Impressionist art and French film. Readings include poetry, p lays, and short stories. Web-based activities add to the interest of the co urse. Four days a week; in French.",FR,5,"[""B"", ""H""]",[],[]
